strain	date	abbr_authors	lineage	genbank_accession	author	accession	host	country	division
Lassa virus/H.sapiens-wt/NGA/2018/ISTH_1375	2018-02-23	Odia et al.	LII	MH157045	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH157045	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0102-ONDO-2017	2017-11-26	Siddle et al.	LII	MH887835	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887835	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0112-ONDO-2017	2017-12-29	Siddle et al.	LII	MH887795	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887795	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0085-EDO-2017	2017-06-17	Siddle et al.	LII	MH887826	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887826	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0089	2016-01-10	Odia et al.	LII	MH053555	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053555	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0166-ONDO-2018	2018-02-10	Siddle et al.	LII	MH887873	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887873	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2018/ISTH_0959	2018-02-12	Odia et al.	LII	MH157032	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH157032	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_075_I	2018-02-12	Kafetzopoulou et al.	LII	MK117861	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117861	Homo sapiens	Nigeria	Edo
LASV/H.sapiens-wt/NGA/2018/IRR_075	2018-02-12	Kafetzopoulou et al.	LII	MK118002	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118002	Homo sapiens	Nigeria	Edo
LASV/H.sapiens-tc/NGA/2013/IRR_006	2013-01-30	Ehichioya et al.	LII	MK107964	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107964	Homo sapiens	Nigeria	Ondo
H.sapiens-wt/NGA/2018/LASV0173-EDO-2018	2018-02-12	Siddle et al.	LII	MH887807	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887807	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_074_I	2018-02-12	Kafetzopoulou et al.	LII	MK117860	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117860	Homo sapiens	Nigeria	Edo
LASV/H.sapiens-wt/NGA/2018/IRR_074	2018-02-12	Kafetzopoulou et al.	LII	MK118001	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118001	Homo sapiens	Nigeria	Edo
H.sapiens-wt/NGA/2018/LASV0079-EDO-2017	2017-05-15	Siddle et al.	LII	MH887778	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887778	Homo sapiens	Nigeria	
LASV969-NIG-2009	2009-06-01 (2009-01-01 - 2009-12-31)	Andersen et al.	LII	KM822072	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822072	Homo sapiens	Nigeria	
LASV738-NIG-2009	2009-12-31 (2009-02-19 - 2009-12-31)	Andersen et al.	LII	KM822066	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822066	Homo sapiens	Nigeria	
LASV1016-NIG-2009	2009-01-01 (2009-01-01 - 2009-10-22)	Andersen et al.	LII	KM822109	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822109	Homo sapiens	Nigeria	
LASV976-NIG-2009	2009-12-31 (2009-02-20 - 2009-12-31)	Andersen et al.	LII	KM822078	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822078	Homo sapiens	Nigeria	
LASV1000-NIG-2009	2009-01-01 (2009-01-01 - 2009-11-21)	Andersen et al.	LII	KM822101	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822101	Homo sapiens	Nigeria	
LASV/H.sapiens-wt/NGA/2018/IRR_017	2018-01-15	Kafetzopoulou et al.	LII	MK117964	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117964	Homo sapiens	Nigeria	Ondo
H.sapiens-wt/NGA/2018/LASV0131-ONDO-2018	2018-01-15	Siddle et al.	LII	MH887875	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887875	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1306	2016-06-08	Odia et al.	LII	MH053557	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053557	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0153-EDO-2018	2018-02-04	Siddle et al.	LII	MH887876	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887876	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0202-EDO-2018	2018-02-22	Siddle et al.	LII	MH887824	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887824	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0197-EDO-2018	2018-02-19	Siddle et al.	LII	MH887782	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887782	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1496	2016-09-21	Odia et al.	LII	MH053506	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053506	Homo sapiens	Nigeria	
H.sapiens-wt/NGA/2018/LASV0145-EDO-2018	2018-01-23	Siddle et al.	LII	MH887870	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887870	Homo sapiens	Nigeria	
Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0736	2015-11-27	Odia et al.	LII	MH053498	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053498	Homo sapiens	Nigeria	
ISTH2312-NIG-2012	2012-12-31 (2012-02-14 - 2012-12-31)	Andersen et al.	LII	KM821990	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821990	Homo sapiens	Nigeria	
